EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : daily Snow depth in 1 cm
23-27 Q_SD : quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, TRIER-PETRISBERG (STAID: 2760).
Blended and updated with sources: 111475 910609 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SD, Q_SD
111475,19440125,-9999,    9
111475,19440126,-9999,    9
111475,19440127,-9999,    9
111475,19440128,-9999,    9
111475,19440129,-9999,    9
111475,19440130,-9999,    9
111475,19440131,-9999,    9
111475,19440201,-9999,    9
111475,19440202,-9999,    9
111475,19440203,-9999,    9
111475,19440204,-9999,    9
111475,19440205,-9999,    9
111475,19440206,-9999,    9
111475,19440207,-9999,    9
111475,19440208,-9999,    9
111475,19440209,-9999,    9
111475,19440210,-9999,    9
111475,19440211,-9999,    9
111475,19440212,-9999,    9
111475,19440213,-9999,    9
111475,19440214,-9999,    9
111475,19440215,-9999,    9
111475,19440216,-9999,    9
111475,19440217,-9999,    9
111475,19440218,-9999,    9
111475,19440219,-9999,    9
111475,19440220,-9999,    9
111475,19440221,-9999,    9
111475,19440222,-9999,    9
111475,19440223,-9999,    9
111475,19440224,-9999,    9
111475,19440225,-9999,    9
111475,19440226,-9999,    9
111475,19440227,-9999,    9
111475,19440228,-9999,    9
111475,19440229,-9999,    9
111475,19440301,-9999,    9
111475,19440302,-9999,    9
111475,19440303,-9999,    9
111475,19440304,-9999,    9
111475,19440305,-9999,    9
111475,19440306,-9999,    9
111475,19440307,-9999,    9
111475,19440308,-9999,    9
111475,19440309,-9999,    9
111475,19440310,-9999,    9
111475,19440311,-9999,    9
111475,19440312,-9999,    9
111475,19440313,-9999,    9
111475,19440314,-9999,    9
111475,19440315,-9999,    9
111475,19440316,-9999,    9
111475,19440317,-9999,    9
111475,19440318,-9999,    9
111475,19440319,-9999,    9
111475,19440320,-9999,    9
111475,19440321,-9999,    9
111475,19440322,-9999,    9
111475,19440323,-9999,    9
111475,19440324,-9999,    9
111475,19440325,-9999,    9
111475,19440326,-9999,    9
111475,19440327,-9999,    9
111475,19440328,-9999,    9
111475,19440329,-9999,    9
111475,19440330,-9999,    9
111475,19440331,-9999,    9
111475,19440401,-9999,    9
111475,19440402,-9999,    9
111475,19440403,-9999,    9
111475,19440404,-9999,    9
111475,19440405,-9999,    9
111475,19440406,-9999,    9
111475,19440407,-9999,    9
111475,19440408,-9999,    9
111475,19440409,-9999,    9
111475,19440410,-9999,    9
111475,19440411,-9999,    9
111475,19440412,-9999,    9
111475,19440413,-9999,    9
111475,19440414,-9999,    9
111475,19440415,-9999,    9
111475,19440416,-9999,    9
111475,19440417,-9999,    9
111475,19440418,-9999,    9
111475,19440419,-9999,    9
111475,19440420,-9999,    9
111475,19440421,-9999,    9
111475,19440422,-9999,    9
111475,19440423,-9999,    9
111475,19440424,-9999,    9
111475,19440425,-9999,    9
111475,19440426,-9999,    9
111475,19440427,-9999,    9
111475,19440428,-9999,    9
111475,19440429,-9999,    9
111475,19440430,-9999,    9
111475,19440501,-9999,    9
111475,19440502,-9999,    9
111475,19440503,-9999,    9
111475,19440504,-9999,    9
111475,19440505,-9999,    9
111475,19440506,-9999,    9
111475,19440507,-9999,    9
111475,19440508,-9999,    9
111475,19440509,-9999,    9
111475,19440510,-9999,    9
111475,19440511,-9999,    9
111475,19440512,-9999,    9
111475,19440513,-9999,    9
111475,19440514,-9999,    9
111475,19440515,-9999,    9
111475,19440516,-9999,    9
111475,19440517,-9999,    9
111475,19440518,-9999,    9
111475,19440519,-9999,    9
111475,19440520,-9999,    9
111475,19440521,-9999,    9
111475,19440522,-9999,    9
111475,19440523,-9999,    9
111475,19440524,-9999,    9
111475,19440525,-9999,    9
111475,19440526,-9999,    9
111475,19440527,-9999,    9
111475,19440528,-9999,    9
111475,19440529,-9999,    9
111475,19440530,-9999,    9
111475,19440531,-9999,    9
111475,19440601,-9999,    9
111475,19440602,-9999,    9
111475,19440603,-9999,    9
111475,19440604,-9999,    9
111475,19440605,-9999,    9
111475,19440606,-9999,    9
111475,19440607,-9999,    9
111475,19440608,-9999,    9
111475,19440609,-9999,    9
111475,19440610,-9999,    9
111475,19440611,-9999,    9
111475,19440612,-9999,    9
111475,19440613,-9999,    9
111475,19440614,-9999,    9
111475,19440615,-9999,    9
111475,19440616,-9999,    9
111475,19440617,-9999,    9
111475,19440618,-9999,    9
111475,19440619,-9999,    9
111475,19440620,-9999,    9
111475,19440621,-9999,    9
111475,19440622,-9999,    9
111475,19440623,-9999,    9
111475,19440624,-9999,    9
111475,19440625,-9999,    9
111475,19440626,-9999,    9
111475,19440627,-9999,    9
111475,19440628,-9999,    9
111475,19440629,-9999,    9
111475,19440630,-9999,    9
111475,19440701,-9999,    9
111475,19440702,-9999,    9
111475,19440703,-9999,    9
111475,19440704,-9999,    9
111475,19440705,-9999,    9
111475,19440706,-9999,    9
111475,19440707,-9999,    9
111475,19440708,-9999,    9
111475,19440709,-9999,    9
111475,19440710,-9999,    9
111475,19440711,-9999,    9
111475,19440712,-9999,    9
111475,19440713,-9999,    9
111475,19440714,-9999,    9
111475,19440715,-9999,    9
111475,19440716,-9999,    9
111475,19440717,-9999,    9
111475,19440718,-9999,    9
111475,19440719,-9999,    9
111475,19440720,-9999,    9
111475,19440721,-9999,    9
111475,19440722,-9999,    9
111475,19440723,-9999,    9
111475,19440724,-9999,    9
111475,19440725,-9999,    9
111475,19440726,-9999,    9
111475,19440727,-9999,    9
111475,19440728,-9999,    9
111475,19440729,-9999,    9
111475,19440730,-9999,    9
111475,19440731,-9999,    9
111475,19440801,-9999,    9
111475,19440802,-9999,    9
111475,19440803,-9999,    9
111475,19440804,-9999,    9
111475,19440805,-9999,    9
111475,19440806,-9999,    9
111475,19440807,-9999,    9
111475,19440808,-9999,    9
111475,19440809,-9999,    9
111475,19440810,-9999,    9
111475,19440811,-9999,    9
111475,19440812,-9999,    9
111475,19440813,-9999,    9
111475,19440814,-9999,    9
111475,19440815,-9999,    9
111475,19440816,-9999,    9
111475,19440817,-9999,    9
111475,19440818,-9999,    9
111475,19440819,-9999,    9
111475,19440820,-9999,    9
111475,19440821,-9999,    9
111475,19440822,-9999,    9
111475,19440823,-9999,    9
111475,19440824,-9999,    9
111475,19440825,-9999,    9
111475,19440826,-9999,    9
111475,19440827,-9999,    9
111475,19440828,-9999,    9
111475,19440829,-9999,    9
111475,19440830,-9999,    9
111475,19440831,-9999,    9
111475,19440901,-9999,    9
111475,19440902,-9999,    9
111475,19440903,-9999,    9
111475,19440904,-9999,    9
111475,19440905,-9999,    9
111475,19440906,-9999,    9
111475,19440907,-9999,    9
111475,19440908,-9999,    9
111475,19440909,-9999,    9
111475,19440910,-9999,    9
111475,19440911,-9999,    9
111475,19440912,-9999,    9
111475,19440913,-9999,    9
111475,19440914,-9999,    9
111475,19440915,-9999,    9
111475,19440916,-9999,    9
111475,19440917,-9999,    9
111475,19440918,-9999,    9
111475,19440919,-9999,    9
111475,19440920,-9999,    9
111475,19440921,-9999,    9
111475,19440922,-9999,    9
111475,19440923,-9999,    9
111475,19440924,-9999,    9
111475,19440925,-9999,    9
111475,19440926,-9999,    9
111475,19440927,-9999,    9
111475,19440928,-9999,    9
111475,19440929,-9999,    9
111475,19440930,-9999,    9
111475,19441001,-9999,    9
111475,19441002,-9999,    9
111475,19441003,-9999,    9
111475,19441004,-9999,    9
111475,19441005,-9999,    9
111475,19441006,-9999,    9
111475,19441007,-9999,    9
111475,19441008,-9999,    9
111475,19441009,-9999,    9
111475,19441010,-9999,    9
111475,19441011,-9999,    9
111475,19441012,-9999,    9
111475,19441013,-9999,    9
111475,19441014,-9999,    9
111475,19441015,-9999,    9
111475,19441016,-9999,    9
111475,19441017,-9999,    9
111475,19441018,-9999,    9
111475,19441019,-9999,    9
111475,19441020,-9999,    9
111475,19441021,-9999,    9
111475,19441022,-9999,    9
111475,19441023,-9999,    9
111475,19441024,-9999,    9
111475,19441025,-9999,    9
111475,19441026,-9999,    9
111475,19441027,-9999,    9
111475,19441028,-9999,    9
111475,19441029,-9999,    9
111475,19441030,-9999,    9
111475,19441031,-9999,    9
111475,19441101,-9999,    9
111475,19441102,-9999,    9
111475,19441103,-9999,    9
111475,19441104,-9999,    9
111475,19441105,-9999,    9
111475,19441106,-9999,    9
111475,19441107,-9999,    9
111475,19441108,-9999,    9
111475,19441109,-9999,    9
111475,19441110,-9999,    9
111475,19441111,-9999,    9
111475,19441112,-9999,    9
111475,19441113,-9999,    9
111475,19441114,-9999,    9
111475,19441115,-9999,    9
111475,19441116,-9999,    9
111475,19441117,-9999,    9
111475,19441118,-9999,    9
111475,19441119,-9999,    9
111475,19441120,-9999,    9
111475,19441121,-9999,    9
111475,19441122,-9999,    9
111475,19441123,-9999,    9
111475,19441124,-9999,    9
111475,19441125,-9999,    9
111475,19441126,-9999,    9
111475,19441127,-9999,    9
111475,19441128,-9999,    9
111475,19441129,-9999,    9
111475,19441130,-9999,    9
111475,19441201,-9999,    9
111475,19441202,-9999,    9
111475,19441203,-9999,    9
111475,19441204,-9999,    9
111475,19441205,-9999,    9
111475,19441206,-9999,    9
111475,19441207,-9999,    9
111475,19441208,-9999,    9
111475,19441209,-9999,    9
111475,19441210,-9999,    9
111475,19441211,-9999,    9
111475,19441212,-9999,    9
111475,19441213,-9999,    9
111475,19441214,-9999,    9
111475,19441215,-9999,    9
111475,19441216,-9999,    9
111475,19441217,-9999,    9
111475,19441218,-9999,    9
111475,19441219,-9999,    9
111475,19441220,-9999,    9
111475,19441221,-9999,    9
111475,19441222,-9999,    9
111475,19441223,-9999,    9
111475,19441224,-9999,    9
111475,19441225,-9999,    9
111475,19441226,-9999,    9
111475,19441227,-9999,    9
111475,19441228,-9999,    9
111475,19441229,-9999,    9
111475,19441230,-9999,    9
111475,19441231,-9999,    9
111475,19450101,-9999,    9
111475,19450102,-9999,    9
111475,19450103,-9999,    9
111475,19450104,-9999,    9
111475,19450105,-9999,    9
111475,19450106,-9999,    9
111475,19450107,-9999,    9
111475,19450108,-9999,    9
111475,19450109,-9999,    9
111475,19450110,-9999,    9
111475,19450111,-9999,    9
111475,19450112,-9999,    9
111475,19450113,-9999,    9
111475,19450114,-9999,    9
111475,19450115,-9999,    9
111475,19450116,-9999,    9
111475,19450117,-9999,    9
111475,19450118,-9999,    9
111475,19450119,-9999,    9
111475,19450120,-9999,    9
111475,19450121,-9999,    9
111475,19450122,-9999,    9
111475,19450123,-9999,    9
111475,19450124,-9999,    9
111475,19450125,-9999,    9
111475,19450126,-9999,    9
111475,19450127,-9999,    9
111475,19450128,-9999,    9
111475,19450129,-9999,    9
111475,19450130,-9999,    9
111475,19450131,-9999,    9
111475,19450201,-9999,    9
111475,19450202,-9999,    9
111475,19450203,-9999,    9
111475,19450204,-9999,    9
111475,19450205,-9999,    9
111475,19450206,-9999,    9
111475,19450207,-9999,    9
111475,19450208,-9999,    9
111475,19450209,-9999,    9
111475,19450210,-9999,    9
111475,19450211,-9999,    9
111475,19450212,-9999,    9
111475,19450213,-9999,    9
111475,19450214,-9999,    9
111475,19450215,-9999,    9
111475,19450216,-9999,    9
111475,19450217,-9999,    9
111475,19450218,-9999,    9
111475,19450219,-9999,    9
111475,19450220,-9999,    9
111475,19450221,-9999,    9
111475,19450222,-9999,    9
111475,19450223,-9999,    9
111475,19450224,-9999,    9
111475,19450225,-9999,    9
111475,19450226,-9999,    9
111475,19450227,-9999,    9
111475,19450228,-9999,    9
111475,19450301,-9999,    9
111475,19450302,-9999,    9
111475,19450303,-9999,    9
111475,19450304,-9999,    9
111475,19450305,-9999,    9
111475,19450306,-9999,    9
111475,19450307,-9999,    9
111475,19450308,-9999,    9
111475,19450309,-9999,    9
111475,19450310,-9999,    9
111475,19450311,-9999,    9
111475,19450312,-9999,    9
111475,19450313,-9999,    9
111475,19450314,-9999,    9
111475,19450315,-9999,    9
111475,19450316,-9999,    9
111475,19450317,-9999,    9
111475,19450318,-9999,    9
111475,19450319,-9999,    9
111475,19450320,-9999,    9
111475,19450321,-9999,    9
111475,19450322,-9999,    9
111475,19450323,-9999,    9
111475,19450324,-9999,    9
111475,19450325,-9999,    9
111475,19450326,-9999,    9
111475,19450327,-9999,    9
111475,19450328,-9999,    9
111475,19450329,-9999,    9
111475,19450330,-9999,    9
111475,19450331,-9999,    9
111475,19450401,-9999,    9
111475,19450402,-9999,    9
111475,19450403,-9999,    9
111475,19450404,-9999,    9
111475,19450405,-9999,    9
111475,19450406,-9999,    9
111475,19450407,-9999,    9
111475,19450408,-9999,    9
111475,19450409,-9999,    9
111475,19450410,-9999,    9
111475,19450411,-9999,    9
111475,19450412,-9999,    9
111475,19450413,-9999,    9
111475,19450414,-9999,    9
111475,19450415,-9999,    9
111475,19450416,-9999,    9
111475,19450417,-9999,    9
111475,19450418,-9999,    9
111475,19450419,-9999,    9
111475,19450420,-9999,    9
111475,19450421,-9999,    9
111475,19450422,-9999,    9
111475,19450423,-9999,    9
111475,19450424,-9999,    9
111475,19450425,-9999,    9
111475,19450426,-9999,    9
111475,19450427,-9999,    9
111475,19450428,-9999,    9
111475,19450429,-9999,    9
111475,19450430,-9999,    9
111475,19450501,-9999,    9
111475,19450502,-9999,    9
111475,19450503,-9999,    9
111475,19450504,-9999,    9
111475,19450505,-9999,    9
111475,19450506,-9999,    9
111475,19450507,-9999,    9
111475,19450508,-9999,    9
111475,19450509,-9999,    9
111475,19450510,-9999,    9
111475,19450511,-9999,    9
111475,19450512,-9999,    9
111475,19450513,-9999,    9
111475,19450514,-9999,    9
111475,19450515,-9999,    9
111475,19450516,-9999,    9
111475,19450517,-9999,    9
111475,19450518,-9999,    9
111475,19450519,-9999,    9
111475,19450520,-9999,    9
111475,19450521,-9999,    9
111475,19450522,-9999,    9
111475,19450523,-9999,    9
111475,19450524,-9999,    9
111475,19450525,-9999,    9
111475,19450526,-9999,    9
111475,19450527,-9999,    9
111475,19450528,-9999,    9
111475,19450529,-9999,    9
111475,19450530,-9999,    9
111475,19450531,-9999,    9
111475,19450601,-9999,    9
111475,19450602,-9999,    9
111475,19450603,-9999,    9
111475,19450604,-9999,    9
111475,19450605,-9999,    9
111475,19450606,-9999,    9
111475,19450607,-9999,    9
111475,19450608,-9999,    9
111475,19450609,-9999,    9
111475,19450610,-9999,    9
111475,19450611,-9999,    9
111475,19450612,-9999,    9
111475,19450613,-9999,    9
111475,19450614,-9999,    9
111475,19450615,-9999,    9
111475,19450616,-9999,    9
111475,19450617,-9999,    9
111475,19450618,-9999,    9
111475,19450619,-9999,    9
111475,19450620,-9999,    9
111475,19450621,-9999,    9
111475,19450622,-9999,    9
111475,19450623,-9999,    9
111475,19450624,-9999,    9
111475,19450625,-9999,    9
111475,19450626,-9999,    9
111475,19450627,-9999,    9
111475,19450628,-9999,    9
111475,19450629,-9999,    9
111475,19450630,-9999,    9
111475,19450701,-9999,    9
111475,19450702,-9999,    9
111475,19450703,-9999,    9
111475,19450704,-9999,    9
111475,19450705,-9999,    9
111475,19450706,-9999,    9
111475,19450707,-9999,    9
111475,19450708,-9999,    9
111475,19450709,-9999,    9
111475,19450710,-9999,    9
111475,19450711,-9999,    9
111475,19450712,-9999,    9
111475,19450713,-9999,    9
111475,19450714,-9999,    9
111475,19450715,-9999,    9
111475,19450716,-9999,    9
111475,19450717,-9999,    9
111475,19450718,-9999,    9
111475,19450719,-9999,    9
111475,19450720,-9999,    9
111475,19450721,-9999,    9
111475,19450722,-9999,    9
111475,19450723,-9999,    9
111475,19450724,-9999,    9
111475,19450725,-9999,    9
111475,19450726,-9999,    9
111475,19450727,-9999,    9
111475,19450728,-9999,    9
111475,19450729,-9999,    9
111475,19450730,-9999,    9
111475,19450731,-9999,    9
111475,19450801,-9999,    9
111475,19450802,-9999,    9
111475,19450803,-9999,    9
111475,19450804,-9999,    9
111475,19450805,-9999,    9
111475,19450806,-9999,    9
111475,19450807,-9999,    9
111475,19450808,-9999,    9
111475,19450809,-9999,    9
111475,19450810,-9999,    9
111475,19450811,-9999,    9
111475,19450812,-9999,    9
111475,19450813,-9999,    9
111475,19450814,-9999,    9
111475,19450815,-9999,    9
111475,19450816,-9999,    9
111475,19450817,-9999,    9
111475,19450818,-9999,    9
111475,19450819,-9999,    9
111475,19450820,-9999,    9
111475,19450821,-9999,    9
111475,19450822,-9999,    9
111475,19450823,-9999,    9
111475,19450824,-9999,    9
111475,19450825,-9999,    9
111475,19450826,-9999,    9
111475,19450827,-9999,    9
111475,19450828,-9999,    9
111475,19450829,-9999,    9
111475,19450830,-9999,    9
111475,19450831,-9999,    9
111475,19450901,-9999,    9
111475,19450902,-9999,    9
111475,19450903,-9999,    9
111475,19450904,-9999,    9
111475,19450905,-9999,    9
111475,19450906,-9999,    9
111475,19450907,-9999,    9
111475,19450908,-9999,    9
111475,19450909,-9999,    9
111475,19450910,-9999,    9
111475,19450911,-9999,    9
111475,19450912,-9999,    9
111475,19450913,-9999,    9
111475,19450914,-9999,    9
111475,19450915,-9999,    9
111475,19450916,-9999,    9
111475,19450917,-9999,    9
111475,19450918,-9999,    9
111475,19450919,-9999,    9
111475,19450920,-9999,    9
111475,19450921,-9999,    9
111475,19450922,-9999,    9
111475,19450923,-9999,    9
111475,19450924,-9999,    9
111475,19450925,-9999,    9
111475,19450926,-9999,    9
111475,19450927,-9999,    9
111475,19450928,-9999,    9
111475,19450929,-9999,    9
111475,19450930,-9999,    9
111475,19451001,-9999,    9
111475,19451002,-9999,    9
111475,19451003,-9999,    9
111475,19451004,-9999,    9
111475,19451005,-9999,    9
111475,19451006,-9999,    9
111475,19451007,-9999,    9
111475,19451008,-9999,    9
111475,19451009,-9999,    9
111475,19451010,-9999,    9
111475,19451011,-9999,    9
111475,19451012,-9999,    9
111475,19451013,-9999,    9
111475,19451014,-9999,    9
111475,19451015,-9999,    9
111475,19451016,-9999,    9
111475,19451017,-9999,    9
111475,19451018,-9999,    9
111475,19451019,-9999,    9
111475,19451020,-9999,    9
111475,19451021,-9999,    9
111475,19451022,-9999,    9
111475,19451023,-9999,    9
111475,19451024,-9999,    9
111475,19451025,-9999,    9
111475,19451026,-9999,    9
111475,19451027,-9999,    9
111475,19451028,-9999,    9
111475,19451029,-9999,    9
111475,19451030,-9999,    9
111475,19451031,-9999,    9
111475,19451101,-9999,    9
111475,19451102,-9999,    9
111475,19451103,-9999,    9
111475,19451104,-9999,    9
111475,19451105,-9999,    9
111475,19451106,-9999,    9
111475,19451107,-9999,    9
111475,19451108,-9999,    9
111475,19451109,-9999,    9
111475,19451110,-9999,    9
111475,19451111,-9999,    9
111475,19451112,-9999,    9
111475,19451113,-9999,    9
111475,19451114,-9999,    9
111475,19451115,-9999,    9
111475,19451116,-9999,    9
111475,19451117,-9999,    9
111475,19451118,-9999,    9
111475,19451119,-9999,    9
111475,19451120,-9999,    9
111475,19451121,-9999,    9
111475,19451122,-9999,    9
111475,19451123,-9999,    9
111475,19451124,-9999,    9
111475,19451125,-9999,    9
111475,19451126,-9999,    9
111475,19451127,-9999,    9
111475,19451128,-9999,    9
111475,19451129,-9999,    9
111475,19451130,-9999,    9
111475,19451201,-9999,    9
111475,19451202,-9999,    9
111475,19451203,-9999,    9
111475,19451204,-9999,    9
111475,19451205,-9999,    9
111475,19451206,-9999,    9
111475,19451207,-9999,    9
111475,19451208,-9999,    9
111475,19451209,-9999,    9
111475,19451210,-9999,    9
111475,19451211,-9999,    9
111475,19451212,-9999,    9
111475,19451213,-9999,    9
111475,19451214,-9999,    9
111475,19451215,-9999,    9
111475,19451216,-9999,    9
111475,19451217,-9999,    9
111475,19451218,-9999,    9
111475,19451219,-9999,    9
111475,19451220,-9999,    9
111475,19451221,-9999,    9
111475,19451222,-9999,    9
111475,19451223,-9999,    9
111475,19451224,-9999,    9
111475,19451225,-9999,    9
111475,19451226,-9999,    9
111475,19451227,-9999,    9
111475,19451228,-9999,    9
111475,19451229,-9999,    9
111475,19451230,-9999,    9
111475,19451231,-9999,    9
111475,19460101,-9999,    9
111475,19460102,-9999,    9
111475,19460103,-9999,    9
111475,19460104,-9999,    9
111475,19460105,-9999,    9
111475,19460106,-9999,    9
111475,19460107,-9999,    9
111475,19460108,-9999,    9
111475,19460109,-9999,    9
111475,19460110,-9999,    9
111475,19460111,-9999,    9
111475,19460112,-9999,    9
111475,19460113,-9999,    9
111475,19460114,-9999,    9
111475,19460115,-9999,    9
111475,19460116,-9999,    9
111475,19460117,-9999,    9
111475,19460118,-9999,    9
111475,19460119,-9999,    9
111475,19460120,-9999,    9
111475,19460121,-9999,    9
111475,19460122,-9999,    9
111475,19460123,-9999,    9
111475,19460124,-9999,    9
111475,19460125,-9999,    9
111475,19460126,-9999,    9
111475,19460127,-9999,    9
111475,19460128,-9999,    9
111475,19460129,-9999,    9
111475,19460130,-9999,    9
111475,19460131,-9999,    9
111475,19460201,-9999,    9
111475,19460202,-9999,    9
111475,19460203,-9999,    9
111475,19460204,-9999,    9
111475,19460205,-9999,    9
111475,19460206,-9999,    9
111475,19460207,-9999,    9
111475,19460208,-9999,    9
111475,19460209,-9999,    9
111475,19460210,-9999,    9
111475,19460211,-9999,    9
111475,19460212,-9999,    9
111475,19460213,-9999,    9
111475,19460214,-9999,    9
111475,19460215,-9999,    9
111475,19460216,-9999,    9
111475,19460217,-9999,    9
111475,19460218,-9999,    9
111475,19460219,-9999,    9
111475,19460220,-9999,    9
111475,19460221,-9999,    9
111475,19460222,-9999,    9
111475,19460223,-9999,    9
111475,19460224,-9999,    9
111475,19460225,-9999,    9
111475,19460226,-9999,    9
111475,19460227,-9999,    9
111475,19460228,-9999,    9
111475,19460301,-9999,    9
111475,19460302,-9999,    9
111475,19460303,-9999,    9
111475,19460304,-9999,    9
111475,19460305,-9999,    9
111475,19460306,-9999,    9
111475,19460307,-9999,    9
111475,19460308,-9999,    9
111475,19460309,-9999,    9
111475,19460310,-9999,    9
111475,19460311,-9999,    9
111475,19460312,-9999,    9
111475,19460313,-9999,    9
111475,19460314,-9999,    9
111475,19460315,-9999,    9
111475,19460316,-9999,    9
111475,19460317,-9999,    9
111475,19460318,-9999,    9
111475,19460319,-9999,    9
111475,19460320,-9999,    9
111475,19460321,-9999,    9
111475,19460322,-9999,    9
111475,19460323,-9999,    9
111475,19460324,-9999,    9
111475,19460325,-9999,    9
111475,19460326,-9999,    9
111475,19460327,-9999,    9
111475,19460328,-9999,    9
111475,19460329,-9999,    9
111475,19460330,-9999,    9
111475,19460331,-9999,    9
111475,19460401,-9999,    9
111475,19460402,-9999,    9
111475,19460403,-9999,    9
111475,19460404,-9999,    9
111475,19460405,-9999,    9
111475,19460406,-9999,    9
111475,19460407,-9999,    9
111475,19460408,-9999,    9
111475,19460409,-9999,    9
111475,19460410,-9999,    9
111475,19460411,-9999,    9
111475,19460412,-9999,    9
111475,19460413,-9999,    9
111475,19460414,-9999,    9
111475,19460415,-9999,    9
111475,19460416,-9999,    9
111475,19460417,-9999,    9
111475,19460418,-9999,    9
111475,19460419,-9999,    9
111475,19460420,-9999,    9
111475,19460421,-9999,    9
111475,19460422,-9999,    9
111475,19460423,-9999,    9
111475,19460424,-9999,    9
111475,19460425,-9999,    9
111475,19460426,-9999,    9
111475,19460427,-9999,    9
111475,19460428,-9999,    9
111475,19460429,-9999,    9
111475,19460430,-9999,    9
111475,19460501,-9999,    9
111475,19460502,-9999,    9
111475,19460503,-9999,    9
111475,19460504,-9999,    9
111475,19460505,-9999,    9
111475,19460506,-9999,    9
111475,19460507,-9999,    9
111475,19460508,-9999,    9
111475,19460509,-9999,    9
111475,19460510,-9999,    9
111475,19460511,-9999,    9
111475,19460512,-9999,    9
111475,19460513,-9999,    9
111475,19460514,-9999,    9
111475,19460515,-9999,    9
111475,19460516,-9999,    9
111475,19460517,-9999,    9
111475,19460518,-9999,    9
111475,19460519,-9999,    9
111475,19460520,-9999,    9
111475,19460521,-9999,    9
111475,19460522,-9999,    9
111475,19460523,-9999,    9
111475,19460524,-9999,    9
111475,19460525,-9999,    9
111475,19460526,-9999,    9
111475,19460527,-9999,    9
111475,19460528,-9999,    9
111475,19460529,-9999,    9
111475,19460530,-9999,    9
111475,19460531,-9999,    9
111475,19460601,-9999,    9
111475,19460602,-9999,    9
111475,19460603,-9999,    9
111475,19460604,-9999,    9
111475,19460605,-9999,    9
111475,19460606,-9999,    9
111475,19460607,-9999,    9
111475,19460608,-9999,    9
111475,19460609,-9999,    9
111475,19460610,-9999,    9
111475,19460611,-9999,    9
111475,19460612,-9999,    9
111475,19460613,-9999,    9
111475,19460614,-9999,    9
111475,19460615,-9999,    9
111475,19460616,-9999,    9
111475,19460617,-9999,    9
111475,19460618,-9999,    9
111475,19460619,-9999,    9
111475,19460620,-9999,    9
111475,19460621,-9999,    9
111475,19460622,-9999,    9
111475,19460623,-9999,    9
111475,19460624,-9999,    9
111475,19460625,-9999,    9
111475,19460626,-9999,    9
111475,19460627,-9999,    9
111475,19460628,-9999,    9
111475,19460629,-9999,    9
111475,19460630,-9999,    9
111475,19460701,-9999,    9
111475,19460702,-9999,    9
111475,19460703,-9999,    9
111475,19460704,-9999,    9
111475,19460705,-9999,    9
111475,19460706,-9999,    9
111475,19460707,-9999,    9
111475,19460708,-9999,    9
111475,19460709,-9999,    9
111475,19460710,-9999,    9
111475,19460711,-9999,    9
111475,19460712,-9999,    9
111475,19460713,-9999,    9
111475,19460714,-9999,    9
111475,19460715,-9999,    9
111475,19460716,-9999,    9
111475,19460717,-9999,    9
111475,19460718,-9999,    9
111475,19460719,-9999,    9
111475,19460720,-9999,    9
111475,19460721,-9999,    9
111475,19460722,-9999,    9
111475,19460723,-9999,    9
111475,19460724,-9999,    9
111475,19460725,-9999,    9
111475,19460726,-9999,    9
111475,19460727,-9999,    9
111475,19460728,-9999,    9
111475,19460729,-9999,    9
111475,19460730,-9999,    9
111475,19460731,-9999,    9
111475,19460801,-9999,    9
111475,19460802,-9999,    9
111475,19460803,-9999,    9
111475,19460804,-9999,    9
111475,19460805,-9999,    9
111475,19460806,-9999,    9
111475,19460807,-9999,    9
111475,19460808,-9999,    9
111475,19460809,-9999,    9
111475,19460810,-9999,    9
111475,19460811,-9999,    9
111475,19460812,-9999,    9
111475,19460813,-9999,    9
111475,19460814,-9999,    9
111475,19460815,-9999,    9
111475,19460816,-9999,    9
111475,19460817,-9999,    9
111475,19460818,-9999,    9
111475,19460819,-9999,    9
111475,19460820,-9999,    9
111475,19460821,-9999,    9
111475,19460822,-9999,    9
111475,19460823,-9999,    9
111475,19460824,-9999,    9
111475,19460825,-9999,    9
111475,19460826,-9999,    9
111475,19460827,-9999,    9
111475,19460828,-9999,    9
111475,19460829,-9999,    9
111475,19460830,-9999,    9
111475,19460831,-9999,    9
111475,19460901,-9999,    9
111475,19460902,-9999,    9
111475,19460903,-9999,    9
111475,19460904,-9999,    9
111475,19460905,-9999,    9
111475,19460906,-9999,    9
111475,19460907,-9999,    9
111475,19460908,-9999,    9
111475,19460909,-9999,    9
111475,19460910,-9999,    9
111475,19460911,-9999,    9
111475,19460912,-9999,    9
111475,19460913,-9999,    9
111475,19460914,-9999,    9
111475,19460915,-9999,    9
111475,19460916,-9999,    9
111475,19460917,-9999,    9
111475,19460918,-9999,    9
111475,19460919,-9999,    9
111475,19460920,-9999,    9
